,File #,Action Date,Title,Vote,Meeting Body
433,230478.0,6/6/2023,"Resolution approving Amendment No. 2 to the agreement between Bayview Hunters Point Foundation for Community Improvement and the Department of Public Health (DPH) for substance use disorder services to increase the agreement by $2,079,528 for a total amount not to exceed $11,600,000; to extend the term by one year from June 30, 2023, for a total agreement term of July 1, 2018, through June 30, 2024; and to authorize DPH to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obligations or liabilities to the City",Aye,Board of Supervisors
434,230479.0,6/6/2023,"Resolution approving Amendment No. 3 to the agreement between Richmond Area Multi-Services, Inc. and the Department of Public Health (DPH) for behavioral health services for children, youth and families to increase the agreement by $5,134,256 for an amount not to exceed $30,900,000; to extend the term by three years from June 30, 2023, for a total agreement term of July 1, 2018, through June 30, 2026; and to authorize DPH to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obligations or liabilities to the Ci",Aye,Board of Supervisors
435,230485.0,6/6/2023,"Resolution approving the eighth amendment to the contract between Heluna Health and the Department of Homelessness and Supportive Housing (“HSH”) to provide comprehensive outreach and case management programming to meet the needs of people experiencing unsheltered homelessness in San Francisco through the San Francisco Homeless Outreach Team; extending the contract term by six months for a total term of August 1, 2014, through December 31, 2023; increasing the contract amount by $888,989 for a total amount not to exceed $52,708,056; and authorizing HSH to enter into any additions, amendments,",Aye,Board of Supervisors
436,230510.0,6/6/2023,"Resolution approving the first amendment to the grant agreement between Hamilton Families and the Department of Homelessness and Supportive Housing (“HSH”) for shelter operations and services at the 260 Golden Gate Family Shelter; extending the grant term by 36 months from June 30, 2023, for a total term of July 1, 2020, through June 30, 2026; increasing the agreement amount by $11,198,031 for a total amount not to exceed $21,064,271; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabiliti",Aye,Board of Supervisors
437,230511.0,6/6/2023,"Resolution approving the first amendment to the grant agreement between Eviction Defense Collaborative and the Department of Homelessness and Supportive Housing (“HSH”) for homelessness prevention assistance; extending the grant term by 36 months from June 30, 2023, for a total term of July 1, 2021, through June 30, 2026; increasing the agreement amount by $14,947,500 for a total amount not to exceed $24,792,066; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or materially decr",Aye,Board of Supervisors
438,230571.0,6/6/2023,"Resolution approving the second amendment to the grant agreement between Episcopal Community Services and the Department of Homelessness and Supportive Housing (“HSH”) for shelter services at Sanctuary Shelter; extending the grant term by 36 months from June 30, 2023, for a total term of July 1, 2021, through June 30, 2026; increasing the agreement amount by $17,123,980 for a total amount not to exceed $25,755,271; and authorizing HSH to enter into any additions, amendments, or other modifications to the agreement that do not materially increase the obligations or liabilities, or materially de",Aye,Board of Supervisors
439,230572.0,6/6/2023,"Resolution approving Amendment No. 3 to the agreement between Community Forward SF Inc. and the Department of Public Health, for Substance Use Disorder and Mental Health Services, to increase the agreement by $8,698,042 for a total amount not to exceed $22,298,042; to extend the term by two years from June 30, 2023, for a total agreement term of July 1, 2018, through June 30, 2025; and to authorize the Department of Public Health to enter into amendments or modifications to the contract prior to its final execution by all parties that do not materially increase the obligations or liabilities t",Aye,Board of Supervisors
440,230616.0,6/6/2023,"Motion reappointing Yensing Sihapanya, term ending March 19, 2026, to the Child Care Planning and Advisory Council (District 9).",Aye,Board of Supervisors
441,230603.0,6/6/2023,"Resolution extending by 60 days the prescribed time within which the Planning Commission may render its decision on an Ordinance (File No. 220709) amending the San Francisco Planning Code to change the zoning controls in the Castro Street Neighborhood Commercial District to allow Nighttime Entertainment with a Conditional Use authorization on the second floor, and affirming the Planning Department’s California Environmental Quality Act determination; and making Planning Code, Section 302, findings, and making findings of consistency with the General Plan, and the eight priority policies of Pla",Aye,Board of Supervisors
442,230604.0,6/6/2023,"Resolution recognizing the week of May 28 through June 3, 2023, as Queer and Transgender Asian and Pacific Islander Week in the City and County of San Francisco.",Aye,Board of Supervisors
